"gwa.id" "Genet" "SerialNo" "Unique.ID" "Block" "Row" "Position" "Latitude" "Longitude" "Min.per.Tree" "Harmandia" "Phyllocolpa" "Petiole.Gall" "Leaf.Edge.Mine" "Blotch.Mine" "Lombardy.Mine" "Weevil.Mine" "Blackmine" "Cottonwood.Leaf.Mine" "Casebearer.Moth" "Leafhoppers" "Green.Aphids" "Smokey.Aphids" "Ants" "Pale.Green.Notodontid" "Aspen.Leaf.Beetle" "Green.Sawfly" "Cotton.Scale" "Survey.Year" "survey.event" "Date" "Sex.Genet" "PlantingDate" "Volume" "ALA.all" "SLA.all" "BBreakDegDay.all" "EFNMean.all" "CTsum" "PGsum" "Npct.all" "Cpct.all" "thunderstorm.event" "avg.temp_F" "rain.event" "fog.event"
"UME_301101_P01_WD02" "706" "1073" "1073_jun16" "3" "K" "9" 45.52473768 -89.56414379 3 14 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "6/13/2012" 7.5 18.28 141.38 264.7 0.67 7.67 7.51 NA NA NA 66 NA NA
"UME_303602_P09_WA05" "5" "950" "950_jun16" "3" "F" "26" 43.55074009 -89.56943894 5 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 17.1 13.97 139.36 229.5 0.83 14.02 3.88 NA NA NA 66 NA NA
"UME_303602_P11_WC10" "306" "1497" "1497_jun16" "4" "L" "13" 45.83899753 -89.56414379 5 0 5 0 0 0 4 0 0 0 1 1 1 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 12 14.55 159.03 246.3 0 5.73 14.45 NA NA NA 66 NA NA
"UME_303602_P11_WE01" "326" "1083" "1083_jun16" "3" "K" "19" 45.77797087 -89.56414379 5 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 20.1 10.95 140.55 229.5 0.5 10.21 0.77 NA NA NA 66 NA NA
"UME_303602_P11_WG02" "358" "978" "978_jun16" "3" "G" "26" 45.83596217 -89.56414379 10 0 13 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 19.5 13.39 147.14 229.5 0.33 7.15 4.94 NA NA NA 66 NA NA
"UME_303602_P09_WB06" "21" "840" "840_jun16" "3" "B" "28" 43.55224413 -89.56943894 7 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 19.3 16.04 133.56 187.9 0.83 6.5 13.94 NA NA NA 66 NA NA
"UME_303602_P14_WA05" "741" "1055" "1055_jun16" "3" "J" "19" 45.88783277 -89.56414379 3 0 2 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2012" 3.2 14.41 138.07 187.9 0.67 8.25 5.94 NA NA NA 66 NA NA
"UME_303602_P10_WA03" "148" "1065" "1065_jun16" "3" "K" "1" 44.8667749 -89.56484119 10 0 1 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 28.7 12.77 135.09 229.5 0.42 7.37 5.3 NA NA NA 66 NA NA
"UME_303602_P09_WF11" "110" "1161" "1161_jun16" "3" "N" "13" 45.28956946 -89.56484119 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 41 14.23 125.94 197.4 0.33 9.29 6.29 NA NA NA 66 NA NA
"UME_303602_P09_WE05" "84" "1074" "1074_jun16" "3" "K" "10" 45.26808079 -89.56484119 4 0 13 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 8 15.03 149.94 241.8 0.25 6.47 4.8 NA NA NA 66 NA NA
"UME_303602_P14_WC06" "61" "1159" "1159_jun16" "3" "N" "11" 43.53314908 -89.56943894 5 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 34.1 16.2 142.78 285.7 0.33 7.14 8.01 NA NA NA 66 NA NA
"UME_303602_P12_WA07" "395" "795" "795_jun16" "3" "A" "11" 45.65100662 -89.56414379 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "6/2/2011" 8.3 11.59 118.95 229.5 0 11.53 2.73 NA NA NA 66 NA NA
"UME_303602_P11_WB08" "280" "792" "792_jun16" "3" "A" "8" 46.0729068 -89.56414379 5 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 23.8 10.69 125.68 241.8 1.25 10.05 8.44 NA NA NA 66 NA NA
"UME_303602_P09_WA09" "11" "793" "793_jun16" "3" "A" "9" 43.55141059 -89.56943894 5 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 20.5 12.94 125.79 212.8 0.17 12.94 2.38 NA NA NA 66 NA NA
"UME_303602_P10_WC01" "172" "1166" "1166_jun16" "3" "N" "18" 45.85459041 -89.56414379 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "7/1/2012" 10.5 15.34 144.87 219.8 0.17 10.55 3.35 NA NA NA 66 NA NA
"UME_303602_P12_WB09" "370" "1105" "1105_jun16" "3" "L" "13" 45.82804696 -89.56414379 4 3 9 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 7.9 12.93 130.51 241.8 0.42 10.87 1.38 NA NA NA 66 NA NA
"UME_303602_P11_WD02" "311" "1076" "1076_jun16" "3" "K" "12" NA NA 5 1 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 36 13.67 135.43 229.5 0.5 8.84 5.04 NA NA NA 66 NA NA
"UME_303602_P11_WF09" "352" "1102" "1102_jun16" "3" "L" "10" 45.83697793 -89.56414379 7 1 15 0 0 1 5 0 0 0 0 0 0 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 32 15.41 141.98 239.5 0.83 6.23 5.79 NA NA NA 66 NA NA
"PG2-1B9" "PG-2" "791" "791_jun16" "3" "A" "7" 43.4112127 -89.56890112 9 33 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "6/2/2011" 18.7 16.11 119.46 207.5 0.17 11.87 3.21 NA NA NA 66 NA NA
"UME_303602_P11_WA02" "259" "1109" "1109_jun16" "3" "L" "17" 45.85989345 -89.56484119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "10/16/2013" 0.3 9.84 136.01 207.5 1.17 14.34 2.29 NA NA NA 66 NA NA
"UME_303602_P09_WG06" "121" "837" "837_jun16" "3" "B" "25" 45.26477652 -89.56484119 6 2 7 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 11 13.74 137.05 258 0.58 9.8 9.46 NA NA NA 66 NA NA
"UME_303602_P09_WA01" "1" "1060" "1060_jun16" "3" "J" "24" NA NA 4 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 17.1 14.53 118.29 207.5 0.5 4.28 10.81 NA NA NA 66 NA NA
"UME_303602_P14_WE05" "282" "1052" "1052_jun16" "3" "J" "16" 46.02438667 -89.56414379 3 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2012" 12.2 10.96 128.85 187.9 0 6.58 7.19 NA NA NA 66 NA NA
"UME_303602_P09_WE10" "91" "1031" "1031_jun16" "3" "I" "23" 45.27574221 -89.56484119 5 3 7 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 38.6 16.63 135.56 229.5 0.42 11.39 6.91 NA NA NA 66 NA NA
"UME_303602_P10_WD12" "197" "1496" "1496_jun16" "4" "L" "12" 45.59494885 -89.56414379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2012" 2 NA NA NA 0 NA NA NA NA NA 66 NA NA
"UME_303602_P14_WA11" "750" "1059" "1059_jun16" "3" "J" "23" 45.83522589 -89.56414379 6 0 7 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2012" 17.1 14.2 112.4 171.2 0.17 7.57 12.53 NA NA NA 66 NA NA
"UME_303602_P14_WB09" "763" "1075" "1075_jun16" "3" "K" "11" 45.88533662 -89.56414379 3 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2012" 3.6 12.44 117.14 229.5 0.33 5.99 13.08 NA NA NA 66 NA NA
"UME_303602_P11_WH03" "374" "1048" "1048_jun16" "3" "J" "12" 45.82705843 -89.56414379 4 0 6 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 14 12.99 115.71 207.5 0.25 11.18 9.07 NA NA NA 66 NA NA
"UME_303602_P14_WD08" "105" "1158" "1158_jun16" "3" "N" "10" 45.28665426 -89.56484119 5 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 32.3 13.04 147.59 212.8 0 8.26 4.03 NA NA NA 66 NA NA
"UME_301101_P01_WD03" "516" "977" "977_jun16" "3" "G" "25" 44.35495386 -89.56943894 9 0 10 0 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 "2016" "jun16" 2016-06-16 "M" "7/1/2011" 21.3 13.61 128.8 272.6 0 12.93 5.08 NA NA NA 66 NA NA
"UME_303602_P09_WG07" "122" "1045" "1045_jun16" "3" "J" "9" 45.26477747 -89.56484119 6 0 9 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 25.4 13.28 148.22 212.8 1.42 8.12 5.11 NA NA NA 66 NA NA
"UME_303602_P13_WG04" "702" "1077" "1077_jun16" "3" "K" "13" 45.53644265 -89.56414379 4 0 13 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 10.4 15.66 144.88 207.5 0.17 8.02 5.3 NA NA NA 66 NA NA
"UME_303602_P11_WB10" "285" "946" "946_jun16" "3" "F" "22" 46.02792563 -89.56414379 5 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 22 18.35 141.27 207.5 0.17 15.57 5.62 NA NA NA 66 NA NA
"UME_303602_P11_WH03" "374" "1510" "1510_jun16" "4" "L" "26" 45.82705843 -89.56414379 8 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 19.2 14.54 137.07 212.8 0.17 13.08 7.74 NA NA NA 66 NA NA
"UME_303602_P10_WF08" "220" "1156" "1156_jun16" "3" "N" "8" 45.86344239 -89.56414379 5 0 4 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 24.7 15.4 145.67 239.5 0.17 9.06 3.78 NA NA NA 66 NA NA
"UME_303602_P09_WG03" "116" "1107" "1107_jun16" "3" "L" "15" 45.26271498 -89.56484119 7 1 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 19 13.2 138.87 197.4 0.08 12 5.09 NA NA NA 66 NA NA
"UME_303602_P14_WE08" "321" "1094" "1094_jun16" "3" "L" "2" 45.77520001 -89.56414379 5 0 3 0 0 0 3 0 0 0 1 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 17 15.35 132.44 219.8 0.33 6 2.09 NA NA NA 66 NA NA
"UME_303602_P11_WA10" "269" "866" "866_jun16" "3" "C" "26" 46.00636657 -89.56414379 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 25.8 25.41 133.91 212.8 1.45 11.89 2.87 NA NA NA 66 NA NA
"UME_303602_P09_WF02" "96" "1056" "1056_jun16" "3" "J" "20" 45.27724384 -89.56484119 7 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 "2016" "jun16" 2016-06-16 NA "9/9/2010" 17.9 14.04 137.3 187.9 0 7.29 8.74 NA NA NA 66 NA NA
"UME_303602_P14_WB09" "763" "1512" "1512_jun16" "4" "L" "28" 45.88533662 -89.56414379 3 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2012" 1.5 12.7 104.04 207.5 0.83 14 9.51 NA NA NA 66 NA NA
"UME_303602_P13_WD02" "560" "949" "949_jun16" "3" "F" "25" 44.71014485 -89.56484119 4 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2011" 7.3 13.28 139.47 332.3 0.58 12.88 5.11 NA NA NA 66 NA NA
"UME_303602_P14_WF03" "394" "928" "928_jun16" "3" "F" "4" 45.62311569 -89.56414379 6 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 "2016" "jun16" 2016-06-16 "F" "7/1/2011" 17.4 15.07 137.45 239.5 1.75 9.86 9.67 NA NA NA 66 NA NA
"UME_303602_P10_WH12" "255" "994" "994_jun16" "3" "H" "14" 45.86015308 -89.56414379 5 0 0 0 0 0 2 0 0 0 0 0 0 0 5 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 16.7 15.03 132.91 212.8 0.83 14.31 2.23 NA NA NA 66 NA NA
"UME_303602_P10_WH11" "254" "934" "934_jun16" "3" "F" "10" 45.85981432 -89.56414379 5 3 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 12.8 18.14 123.5 241.8 0.33 9.48 10.84 NA NA NA 66 NA NA
"UME_303602_P11_WE09" "335" "1103" "1103_jun16" "3" "L" "11" 45.80426702 -89.56414379 7 8 19 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 5.8 10.62 138.47 229.5 0.33 8.17 4.46 NA NA NA 66 NA NA
"UME_303602_P13_WG05" "704" "1058" "1058_jun16" "3" "J" "22" 45.52067762 -89.56414379 3 4 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 16 13.95 135.72 NA 0.75 7.8 3.96 NA NA NA 66 NA NA
"UME_303602_P13_WG10" "713" "1100" "1100_jun16" "3" "L" "8" 45.51763913 -89.56414379 5 2 0 0 0 0 1 0 0 0 0 3 7 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 7.6 10.4 158.97 212.8 2 9.28 2.52 NA NA NA 66 NA NA
"UME_303602_P14_WD02" "49" "865" "865_jun16" "3" "C" "25" 43.54013699 -89.56943894 3 8 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 3.5 11.7 134.78 239.5 0.08 10.96 1.6 NA NA NA 66 NA NA
"UME_303602_P11_WG10" "368" "1053" "1053_jun16" "3" "J" "17" 45.82773283 -89.56414379 4 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 22 16.91 128.56 239.5 0.17 3 12.84 NA NA NA 66 NA NA
"UME_303602_P14_WB03" "754" "1050" "1050_jun16" "3" "J" "14" 45.83294511 -89.56414379 3 0 11 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 9.5 14.22 138.28 207.5 0.25 3.95 8.91 NA NA NA 66 NA NA
"PI3-1B3" "PI-3" "1164" "1164_jun16" "3" "N" "16" 43.54077801 -89.56943894 6 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 "2016" "jun16" 2016-06-16 "F" "6/2/2011" 28.4 8.87 132.69 241.8 0 12.45 4.22 NA NA NA 66 NA NA
"UME_303602_P14_WB05" "756" "939" "939_jun16" "3" "F" "15" 45.84187862 -89.56414379 4 4 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 9 14.5 138.76 239.5 1.58 12.36 2.77 NA NA NA 66 NA NA
"UME_303602_P11_WC05" "295" "1082" "1082_jun16" "3" "K" "18" 45.84299286 -89.56414379 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 13.7 12.73 141.21 229.5 0.25 8.93 7.52 NA NA NA 66 NA NA
"UME_303602_P09_WG05" "118" "1127" "1127_jun16" "3" "M" "7" 45.26543647 -89.56484119 6 6 11 0 0 0 1 0 0 0 0 0 30 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 43.9 14.28 144.11 253.3 0.33 2.52 11.7 NA NA NA 66 NA NA
"UME_303602_P10_WA11" "157" "1498" "1498_jun16" "4" "L" "14" 45.57801283 -89.56414379 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 15.4 11.48 125.38 239.5 0.17 13.09 3.92 NA NA NA 66 NA NA
"UME_303602_P11_WB09" "283" "1005" "1005_jun16" "3" "H" "25" 46.02499122 -89.56414379 5 0 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 17.7 11.98 215.72 253.3 1.25 6.99 8.34 NA NA NA 66 NA NA
"UME_301101_P01_WE01" "Wau-1" "1106" "1106_jun16" "3" "L" "14" 44.14408497 -89.56943894 7 5 23 0 0 0 4 0 0 0 2 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "6/2/2011" 33.7 11.79 149.56 246.8 0.25 8.94 9.09 NA NA NA 66 NA NA
"UME_303602_P14_WE07" "312" "1061" "1061_jun16" "3" "J" "25" NA NA 5 17 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 "2016" "jun16" 2016-06-16 "M" "7/1/2011" 16.9 18.45 137.61 212.8 0.92 6.7 2.73 NA NA NA 66 NA NA
"UME_303602_P13_WB06" "520" "932" "932_jun16" "3" "F" "8" 44.46132057 -89.56943894 4 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2011" 20.3 11.78 138.23 285.7 0.67 9.17 1.42 NA NA NA 66 NA NA
"UME_303602_P09_WA09" "11" "1067" "1067_jun16" "3" "K" "3" 43.55141059 -89.56943894 4 10 6 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "7/1/2011" 19 14.23 134.84 229.5 0.33 7.01 2.71 NA NA NA 66 NA NA
"UME_301101_P01_WF02" "708" "799" "799_jun16" "3" "A" "15" 45.52443032 -89.56414379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "6/13/2012" 0.2 10.74 114.47 246.3 1.33 23.51 2.36 NA NA NA 66 NA NA
"UME_303602_P13_WF12" "652" "947" "947_jun16" "3" "F" "23" 43.01877766 -89.56890112 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 11.1 11.93 122.59 285.7 0.25 13.22 1.88 NA NA NA 66 NA NA
"UME_303602_P10_WG02" "227" "794" "794_jun16" "3" "A" "10" 45.86260384 -89.56414379 5 1 1 0 0 0 3 0 0 0 0 0 4 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 17.2 14.81 119.72 219.8 0.75 12.54 3.01 NA NA NA 66 NA NA
"UME_303602_P11_WD12" "325" "801" "801_jun16" "3" "A" "17" 45.77797393 -89.56414379 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 27.8 12.64 133.15 187.9 0.25 11.79 4.66 NA NA NA 66 NA NA
"UME_303602_P10_WH10" "253" "1054" "1054_jun16" "3" "J" "18" 45.86004573 -89.56414379 3 0 1 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 9.8 10.83 140.46 207.5 0 8.79 6.47 NA NA NA 66 NA NA
"UME_303602_P11_WB04" "275" "1008" "1008_jun16" "3" "H" "28" 46.08026304 -89.56414379 5 1 11 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 25.6 12.8 136.8 239.5 0.75 9.29 7.39 NA NA NA 66 NA NA
"UME_303602_P13_WC11" "555" "1035" "1035_jun16" "3" "I" "27" 44.70903376 -89.56484119 6 0 13 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 "2016" "jun16" 2016-06-16 NA "7/1/2011" 10.8 11.91 146.2 309.3 0.5 11.02 5.31 NA NA NA 66 NA NA
"UME_303602_P10_WB11" "170" "864" "864_jun16" "3" "C" "24" 45.85414954 -89.56414379 6 0 4 0 0 0 0 0 0 0 3 0 0 0 0 0 9 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 18.3 13.54 136.1 239.5 0.42 11.87 5.23 NA NA NA 66 NA NA
"UME_303602_P13_WH02" "720" "974" "974_jun16" "3" "G" "22" 45.53728768 -89.56414379 3 0 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "6/13/2012" 7.7 16.24 129.89 171.2 0 7.6 5.83 NA NA NA 66 NA NA
"UME_303602_P13_WD09" "603" "1155" "1155_jun16" "3" "N" "7" 43.18944431 -89.56890112 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 1 9.68 120.37 264.7 0.17 9.6 5.37 NA NA NA 66 NA NA
"UME_303602_P09_WC01" "30" "990" "990_jun16" "3" "H" "10" 43.53752604 -89.56943894 3 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2011" 5.1 16.58 135.08 253.3 0.42 9.44 8.09 NA NA NA 66 NA NA
"UME_303602_P11_WG05" "361" "1036" "1036_jun16" "3" "I" "28" 45.84545214 -89.56414379 8 4 23 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 30.7 11.62 145.77 250.5 0.42 9.39 9.49 NA NA NA 66 NA NA
"UME_303602_P09_WD01" "54" "927" "927_jun16" "3" "F" "3" 43.53343472 -89.56943894 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 15.2 15.87 142.21 219.8 0.42 12.39 5.19 NA NA NA 66 NA NA
"UME_303602_P10_WA06" "151" "1101" "1101_jun16" "3" "L" "9" 44.86615809 -89.56484119 10 1 9 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 50.3 11.71 149.68 187.9 0.5 9.07 2.13 NA NA NA 66 NA NA
"UME_303602_P13_WB04" "517" "976" "976_jun16" "3" "G" "24" 44.45873003 -89.56943894 7 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2011" 21.1 21.42 141.1 285.7 0.08 6.15 8.35 NA NA NA 66 NA NA
"UME_303602_P10_WD11" "196" "1047" "1047_jun16" "3" "J" "11" 45.59243993 -89.56414379 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 "2016" "jun16" 2016-06-16 NA "9/9/2010" 14.3 17.65 172.62 239.5 0.17 12.73 7.9 NA NA NA 66 NA NA
"UME_303602_P11_WA01" "256" "1079" "1079_jun16" "3" "K" "15" 45.86006922 -89.56414379 6 0 2 0 1 0 1 0 0 0 1 1 0 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 "F" "9/9/2010" 11.9 13.31 122.88 197.4 0 9.38 3.93 NA NA NA 66 NA NA
"UME_303602_P14_WA08" "747" "1502" "1502_jun16" "4" "L" "18" 45.90212979 -89.56414379 4 0 10 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 11.6 13.19 135.35 207.5 0.17 7.95 8.36 NA NA NA 66 NA NA
"UME_303602_P09_WE07" "87" "980" "980_jun16" "3" "G" "28" 45.26882165 -89.56484119 9 0 17 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 16.1 17.36 145.89 264.7 0.17 10.75 5.04 NA NA NA 66 NA NA
"UME_303602_P11_WE10" "336" "1150" "1150_jun16" "3" "N" "2" 45.80440078 -89.56414379 5 2 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "9/9/2010" 9.8 10.47 125.15 207.5 0.75 18.03 1.59 NA NA NA 66 NA NA
"UME_301101_P01_WH01" "PI-16" "1085" "1085_jun16" "3" "K" "21" 43.52789211 -89.56943894 3 1 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 NA "7/1/2012" 7.1 21.1 121.1 212.8 0.08 6.69 6.04 NA NA NA 66 NA NA
"UME_303602_P11_WF08" "351" "802" "802_jun16" "3" "A" "18" 45.83739486 -89.56414379 3 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 8.8 12.23 121.39 207.5 1.75 15.14 3.28 NA NA NA 66 NA NA
"UME_303602_P11_WA07" "265" "1167" "1167_jun16" "3" "N" "19" 46.00476384 -89.56414379 6 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 36.4 11.8 160.21 212.8 0.33 9.66 7.42 NA NA NA 66 NA NA
"UME_303602_P09_WC12" "52" "1046" "1046_jun16" "3" "J" "10" 43.53549019 -89.56943894 5 0 4 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 "2016" "jun16" 2016-06-16 "M" "9/9/2010" 37 20.66 128.47 239.5 0 11.12 4.65 NA NA NA 66 NA NA
"UME_303602_P13_WE07" "623" "1033" "1033_jun16" "3" "I" "25" 43.03776442 -89.56890112 5 0 10 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 "2016" "jun16" 2016-06-16 NA "6/13/2012" 10.5 12.6 122.99 207.5 0.42 5.92 8.03 NA NA NA 66 NA NA
